cobrar,1,verb,main,indicative,conditional,3,singular,n/a
complicar,1,verb,main,indicative,conditional,3,singular,n/a
dar,2,verb,main,indicative,conditional,3,singular,n/a
deber,7,verb,main,indicative,conditional,3,singular,n/a
decir,5,verb,main,indicative,conditional,3,singular,n/a
dejar,1,verb,main,indicative,conditional,3,singular,n/a
encantar,3,verb,main,indicative,conditional,3,singular,n/a
encontrar,1,verb,main,indicative,conditional,3,singular,n/a
escapar,1,verb,main,indicative,conditional,3,singular,n/a
extrañar,1,verb,main,indicative,conditional,3,singular,n/a
gustar,5,verb,main,indicative,conditional,3,singular,n/a
hacer,3,verb,main,indicative,conditional,3,singular,n/a
ir,1,verb,main,indicative,conditional,3,singular,n/a
llevar,2,verb,main,indicative,conditional,3,singular,n/a
manejar,1,verb,main,indicative,conditional,3,singular,n/a
mirar,1,verb,main,indicative,conditional,3,singular,n/a
pasar,1,verb,main,indicative,conditional,3,singular,n/a
pensar,1,verb,main,indicative,conditional,3,singular,n/a
poder,22,verb,main,indicative,conditional,3,singular,n/a
poner,2,verb,main,indicative,conditional,3,singular,n/a
quedar,1,verb,main,indicative,conditional,3,singular,n/a
reflejar,1,verb,main,indicative,conditional,3,singular,n/a
representar,1,verb,main,indicative,conditional,3,singular,n/a
seguir,2,verb,main,indicative,conditional,3,singular,n/a
sostener,1,verb,main,indicative,conditional,3,singular,n/a
tener,10,verb,main,indicative,conditional,3,singular,n/a
aguantar,1,verb,main,indicative,future,1,plural,n/a
encontrar,1,verb,main,indicative,future,1,plural,n/a
enseñar,1,verb,main,indicative,future,1,plural,n/a
entrar,1,verb,main,indicative,future,1,plural,n/a
hacer,1,verb,main,indicative,future,1,plural,n/a
llegar,1,verb,main,indicative,future,1,plural,n/a
sacar,1,verb,main,indicative,future,1,plural,n/a
ver,4,verb,main,indicative,future,1,plural,n/a
conocer,1,verb,main,indicative,future,1,singular,n/a
decir,2,verb,main,indicative,future,1,singular,n/a
entrar,1,verb,main,indicative,future,1,singular,n/a
escribir,1,verb,main,indicative,future,1,singular,n/a
hablar,1,verb,main,indicative,future,1,singular,n/a
hacer,3,verb,main,indicative,future,1,singular,n/a
interrumpir,1,verb,main,indicative,future,1,singular,n/a
llamar,1,verb,main,indicative,future,1,singular,n/a
pedir,1,verb,main,indicative,future,1,singular,n/a
poder,1,verb,main,indicative,future,1,singular,n/a
preguntar,1,verb,main,indicative,future,1,singular,n/a
presentar,2,verb,main,indicative,future,1,singular,n/a
aprender,1,verb,main,indicative,future,2,plural,n/a
parecer,2,verb,main,indicative,future,2,plural,n/a
ver,1,verb,main,indicative,future,2,plural,n/a
abrir,1,verb,main,indicative,future,2,singular,n/a
acabar,1,verb,main,indicative,future,2,singular,n/a
comprender,1,verb,main,indicative,future,2,singular,n/a
contar,1,verb,main,indicative,future,2,singular,n/a
dejar,1,verb,main,indicative,future,2,singular,n/a
entrar,1,verb,main,indicative,future,2,singular,n/a
hablar,1,verb,main,indicative,future,2,singular,n/a
meter,1,verb,main,indicative,future,2,singular,n/a
notar,1,verb,main,indicative,future,2,singular,n/a
poder,1,verb,main,indicative,future,2,singular,n/a
saber,2,verb,main,indicative,future,2,singular,n/a
tener,2,verb,main,indicative,future,2,singular,n/a
ver,3,verb,main,indicative,future,2,singular,n/a
empezar,1,verb,main,indicative,future,3,plural,n/a
gustar,1,verb,main,indicative,future,3,plural,n/a
llamar,1,verb,main,indicative,future,3,plural,n/a
permitir,1,verb,main,indicative,future,3,plural,n/a
pertenecer,1,verb,main,indicative,future,3,plural,n/a
saber,1,verb,main,indicative,future,3,plural,n/a
salir,1,verb,main,indicative,future,3,plural,n/a
tener,2,verb,main,indicative,future,3,plural,n/a
venir,3,verb,main,indicative,future,3,plural,n/a
arreglar,1,verb,main,indicative,future,3,singular,n/a
cerrar,1,verb,main,indicative,future,3,singular,n/a
coger,2,verb,main,indicative,future,3,singular,n/a
continuar,2,verb,main,indicative,future,3,singular,n/a
costar,1,verb,main,indicative,future,3,singular,n/a
deber,1,verb,main,indicative,future,3,singular,n/a
decir,3,verb,main,indicative,future,3,singular,n/a
depender,2,verb,main,indicative,future,3,singular,n/a
entrar,1,verb,main,indicative,future,3,singular,n/a
escribir,1,verb,main,indicative,future,3,singular,n/a
estar,5,verb,main,indicative,future,3,singular,n/a
existir,2,verb,main,indicative,future,3,singular,n/a
fastidiar,1,verb,main,indicative,future,3,singular,n/a
hablar,1,verb,main,indicative,future,3,singular,n/a
hacer,1,verb,main,indicative,future,3,singular,n/a
ir,2,verb,main,indicative,future,3,singular,n/a
