investigación,1,noun,common,feminine,plural,n/a,n/a
izquierda,9,noun,common,feminine,plural,n/a,n/a
jefatura,1,noun,common,feminine,plural,n/a,n/a
jovencito,1,noun,common,feminine,plural,n/a,n/a
joya,1,noun,common,feminine,plural,n/a,n/a
judía,10,noun,common,feminine,plural,n/a,n/a
juventud,1,noun,common,feminine,plural,n/a,n/a
labor,3,noun,common,feminine,plural,n/a,n/a
lana,1,noun,common,feminine,plural,n/a,n/a
lección,1,noun,common,feminine,plural,n/a,n/a
lectura,1,noun,common,feminine,plural,n/a,n/a
lengua,5,noun,common,feminine,plural,n/a,n/a
letra,4,noun,common,feminine,plural,n/a,n/a
ley,3,noun,common,feminine,plural,n/a,n/a
lista,3,noun,common,feminine,plural,n/a,n/a
llama,3,noun,common,feminine,plural,n/a,n/a
llave,1,noun,common,feminine,plural,n/a,n/a
localización,1,noun,common,feminine,plural,n/a,n/a
longitud,1,noun,common,feminine,plural,n/a,n/a
línea,6,noun,common,feminine,plural,n/a,n/a
madre,4,noun,common,feminine,plural,n/a,n/a
madrina,1,noun,common,feminine,plural,n/a,n/a
mamá,1,noun,common,feminine,plural,n/a,n/a
mancha,1,noun,common,feminine,plural,n/a,n/a
manera,1,noun,common,feminine,plural,n/a,n/a
manifestación,2,noun,common,feminine,plural,n/a,n/a
mano,8,noun,common,feminine,plural,n/a,n/a
manzana,7,noun,common,feminine,plural,n/a,n/a
maqueta,2,noun,common,feminine,plural,n/a,n/a
marcha,1,noun,common,feminine,plural,n/a,n/a
masa,1,noun,common,feminine,plural,n/a,n/a
mata,1,noun,common,feminine,plural,n/a,n/a
materia,2,noun,common,feminine,plural,n/a,n/a
mayúscula,1,noun,common,feminine,plural,n/a,n/a
media,7,noun,common,feminine,plural,n/a,n/a
medida,5,noun,common,feminine,plural,n/a,n/a
memez,1,noun,common,feminine,plural,n/a,n/a
mezcla,2,noun,common,feminine,plural,n/a,n/a
miga,1,noun,common,feminine,plural,n/a,n/a
mira,2,noun,common,feminine,plural,n/a,n/a
miseria,1,noun,common,feminine,plural,n/a,n/a
monje,7,noun,common,feminine,plural,n/a,n/a
monta,2,noun,common,feminine,plural,n/a,n/a
montaña,1,noun,common,feminine,plural,n/a,n/a
morada,2,noun,common,feminine,plural,n/a,n/a
mujer,23,noun,common,feminine,plural,n/a,n/a
muletilla,1,noun,common,feminine,plural,n/a,n/a
máquina,1,noun,common,feminine,plural,n/a,n/a
naranjitas,2,noun,common,feminine,plural,n/a,n/a
nariz,4,noun,common,feminine,plural,n/a,n/a
narración,1,noun,common,feminine,plural,n/a,n/a
necesidad,8,noun,common,feminine,plural,n/a,n/a
niño,9,noun,common,feminine,plural,n/a,n/a
noche,2,noun,common,feminine,plural,n/a,n/a
norma,4,noun,common,feminine,plural,n/a,n/a
noticia,2,noun,common,feminine,plural,n/a,n/a
novedad,1,noun,common,feminine,plural,n/a,n/a
novio,1,noun,common,feminine,plural,n/a,n/a
obra,12,noun,common,feminine,plural,n/a,n/a
ofensa,1,noun,common,feminine,plural,n/a,n/a
oferta,1,noun,common,feminine,plural,n/a,n/a
oficina,2,noun,common,feminine,plural,n/a,n/a
opción,2,noun,common,feminine,plural,n/a,n/a
operación,2,noun,common,feminine,plural,n/a,n/a
opinión,3,noun,common,feminine,plural,n/a,n/a
oposición,4,noun,common,feminine,plural,n/a,n/a
oreja,1,noun,common,feminine,plural,n/a,n/a
organza,1,noun,common,feminine,plural,n/a,n/a
oveja,3,noun,common,feminine,plural,n/a,n/a
paga,1,noun,common,feminine,plural,n/a,n/a
paja,1,noun,common,feminine,plural,n/a,n/a
palabra,13,noun,common,feminine,plural,n/a,n/a
palabrota,1,noun,common,feminine,plural,n/a,n/a
paleta,2,noun,common,feminine,plural,n/a,n/a
panadería,1,noun,common,feminine,plural,n/a,n/a
papartas,4,noun,common,feminine,plural,n/a,n/a
pared,2,noun,common,feminine,plural,n/a,n/a
pareja,3,noun,common,feminine,plural,n/a,n/a
particularidad,1,noun,common,feminine,plural,n/a,n/a
partida,3,noun,common,feminine,plural,n/a,n/a
pasa,19,noun,common,feminine,plural,n/a,n/a
patada,4,noun,common,feminine,plural,n/a,n/a
patata,8,noun,common,feminine,plural,n/a,n/a
peculiaridad,2,noun,common,feminine,plural,n/a,n/a
pegada,1,noun,common,feminine,plural,n/a,n/a
pegatina,1,noun,common,feminine,plural,n/a,n/a
pela,5,noun,common,feminine,plural,n/a,n/a
pelotudas,1,noun,common,feminine,plural,n/a,n/a
película,18,noun,common,feminine,plural,n/a,n/a
pena,1,noun,common,feminine,plural,n/a,n/a
pensión,1,noun,common,feminine,plural,n/a,n/a
pepita,2,noun,common,feminine,plural,n/a,n/a
persona,57,noun,common,feminine,plural,n/a,n/a
perspectiva,2,noun,common,feminine,plural,n/a,n/a
peseta,1,noun,common,feminine,plural,n/a,n/a
pestaña,1,noun,common,feminine,plural,n/a,n/a
petición,2,noun,common,feminine,plural,n/a,n/a
pica,10,noun,common,feminine,plural,n/a,n/a
piel,7,noun,common,feminine,plural,n/a,n/a
pieza,1,noun,common,feminine,plural,n/a,n/a
pincha,1,noun,common,feminine,plural,n/a,n/a
pinta,1,noun,common,feminine,plural,n/a,n/a
